Ensembl Gene ID	Gene Symbol	logFC	FDR	Comparison	LncBook ID	Type	Conservation	miRNA	GWAS	nearest PC	Top correlated gene
ENSG00000290091	ENSG00000290091	1.92857887345347	0.0489281513945344	diabetic_gastroparetics_vs_Control	HSALNG0055874	anti_sense	Q50	hsa-miR-326,hsa-miR-762,hsa-miR-3195,hsa-miR-4505,hsa-miR-4632-3p,hsa-miR-5787,hsa-miR-6803-5p	Pcsk9 protein measurement,-	SLC29A4	ENSG00000284602
ENSG00000233791	BTG2-DT	-3.10912071724487	4.36395478342423e-5	diabetic_gastroparetics_vs_Control	HSALNG0009783	integenic	Q50	hsa-miR-670-5p,hsa-miR-6797-5p,hsa-miR-4433b-3p	Bmi-adjusted hip circumference,Reticulocyte count; Reticulocyte measurement; Mean corpuscular hemoglobin concentration,-	CHIT1	ENSG00000284669
ENSG00000283849	ENSG00000283849	-3.94269641742562	1.40209362914029e-10	diabetic_gastroparetics_vs_Control	HSALNG0025266	anti_sense	Q90	hsa-miR-3620-5p,hsa-miR-4492,hsa-miR-1587,hsa-miR-6850-3p	Sex hormone-binding globulin measurement,Memory performance; Paragraph delayed recall measurement,-	TTC21A	ENSG00000284669
ENSG00000228804	ENSG00000228804	-2.34146502618981	0.00187045093905464	diabetic_gastroparetics_vs_Control	HSALNG0031430	anti_sense	Q90	hsa-miR-3649	White matter microstructure measurement,Glucagon measurement,Bmi-adjusted hip circumference,Basophil count,Eczema,Monocyte count,Body height,Response to drug; Adverse effect,-,Body height; Bmi-adjusted hip circumference; Body weight,Granulocyte percentage of myeloid white cells	NA	ENSG00000285938
ENSG00000290021	ENSG00000290021	-2.10290029036576	0.00741925630405804	diabetic_gastroparetics_vs_Control	HSALNG0148005	anti_sense,sense	Q90	hsa-miR-4467	-	BCL6	ENSG00000285938
ENSG00000286463	ENSG00000286463	-2.97147259371594	3.32186411769945e-5	diabetic_gastroparetics_vs_Control	HSALNG0087292	anti_sense	Q90	hsa-miR-1224-3p	Lifestyle measurement; Self reported educational attainment; Glioma; Cortical thickness; Central nervous system cancer,Body mass index,Creatinine measurement; Sex hormone-binding globulin measurement,Monocyte count,Gestational age,Monocyte percentage of leukocytes; Monocyte count,Vital capacity,-	C11orf71	ENSG00000287458
ENSG00000237512	UNC5B-AS1	1.28450214848481	0.0117520238218574	diabetic_gastroparetics_vs_Control	HSALNG0078695	intronic_antisense	Q75	hsa-miR-619-5p,hsa-miR-939-3p,hsa-miR-1237-5p,hsa-miR-6787-3p	Attention deficit hyperactivity disorder,-	PCBD1	ENSG00000288595
ENSG00000268403	ENSG00000268403	1.80356774625852	0.00266105139313226	diabetic_gastroparetics_vs_Control	HSALNG0082607	anti_sense	Q50	NA	-	TMEM41B	ENSG00000288808
ENSG00000230470	ENSG00000230470	-2.58790261541	0.00467268781998413	diabetic_gastroparetics_vs_Control	HSALNG0009009	intronic_sense	Q75	NA	Kynurenine measurement	C1orf21	ENSG00000288947
ENSG00000256006	ENSG00000256006	-2.64687256318102	0.00100138674292909	diabetic_gastroparetics_vs_Control	HSALNG0083004	sense	Q75	hsa-miR-4430	-	LDHA	ENSG00000289340
ENSG00000259884	NR4A1AS	-3.70715488988077	1.8570202789653601e-06	diabetic_gastroparetics_vs_Control	HSALNG0091146	anti_sense	Q90	hsa-miR-4508,hsa-miR-4688	-	KRT80	ENSG00000289987
